"sku","description","title","price","weight(kg)","inactive","sale_price","product_discount","product_type","quantity"
3491,"Bianca Lorenne Cesto Antique White Basket Set","Bianca Lorenne Cesto Antique White Basket Set",72,2,1,"NULL","NULL","Physical",10
3493,"Bianca Lorenne Panier Pink Gold Basket Set","Bianca Lorenne Panier Pink Gold Basket Set",72,2,0,"NULL","NULL","Physical",10
3495,"Bianca Lorenne Tenere Planter or Bowl Set","Bianca Lorenne Tenere Planter or Bowl Set",360,2,0,"NULL","NULL","Physical",10
3497,"Bianca Lorenne Bone Inlay Decorative Boxes","Bianca Lorenne Bone Inlay Decorative Boxes",239,2,1,"NULL","NULL","Physical",10
3499,"Now your furry friends can revel in their own luxury without having to share yours!","Bianca Lorenne Pet Bed Teal",495,2,0,"NULL","NULL","Physical",10
3501,"This cocoon shaped pendant will look fabulous in any space.","Bianca Lorenne Bozzolo Pendant Light",495,2,1,"NULL","NULL","Physical",10
3503,"Bianca Lorenne Bulbo Pendant Light","Bianca Lorenne Bulbo Pendant Light",155,2,1,"NULL","NULL","Physical",10
3505,"Bianca Lorenne Cupula Pendant Light","Bianca Lorenne Cupula Pendant Light",695,2,1,"NULL","NULL","Physical",10
3507,"Bianca Lorenne Lumiere Pendant Light","Bianca Lorenne Lumiere Pendant Light",595,2,1,"NULL","NULL","Physical",10
3509,"Bianca Lorenne Modele Pendant Light","Bianca Lorenne Modele Pendant Light",350,2,1,"NULL","NULL","Physical",10
3511,"Bianca Lorenne Pelota Pendant Light","Bianca Lorenne Pelota Pendant Light",395,2,1,"NULL","NULL","Physical",10
3513,"Baksana - Sophie Classic PJ Set","Baksana - Sophie Classic PJ Set",159,2,1,"NULL","NULL","Physical",10
3515,"Baksana - Sophie Strappy Nightie","Baksana - Sophie Strappy Nightie",89,2,1,"NULL","NULL","Physical",10
3517,"Baksana - Isabelle Strappy Nightie","Baksana - Isabelle Strappy Nightie",79,2,1,"NULL","NULL","Physical",10
3519,"Baksana - Isabelle Casual PJ Set with Shorts","Baksana - Isabelle Casual PJ Set with Shorts",89,2,1,"NULL","NULL","Physical",10
3521,"Baksana - Isabelle Casual PJ Set with Pants","Baksana - Isabelle Casual PJ Set with Pants",110,2,1,"NULL","NULL","Physical",10
3523,"Baksana - Lola Strappy Nightie","Baksana - Lola Strappy Nightie",79,2,1,"NULL","NULL","Physical",10
3525,"Baksana - Lola Casual PJ Set with Shorts","Baksana - Lola Casual PJ Set with Shorts",79,2,1,"NULL","NULL","Physical",10
3527,"Baksana - Lola Casual PJ Set with Pants","Baksana - Lola Casual PJ Set with Pants",99,2,1,"NULL","NULL","Physical",10
3529,"Baksana - Lola Kimono Robe","Baksana - Lola Kimono Robe",129,2,1,"NULL","NULL","Physical",10
3531,"Baksana - Isabelle Kimono Robe","Baksana - Isabelle Kimono Robe",129,2,1,"NULL","NULL","Physical",10
3533,"Baksana - Sophie Kimono Robe","Baksana - Sophie Kimono Robe",149,2,1,"NULL","NULL","Physical",10
3536,"Miami Casual PJ Set with Shorts","Baksana - Miami Casual PJ Set with Shorts",99,2,0,"NULL","NULL","Physical",10
3538,"Miami Casual PJ Set with Pants","Baksana - Miami Casual PJ Set with Pants",129,2,0,"NULL","NULL","Physical",10
3540,"Miami Classic PJ Set","Baksana - Miami Classic PJ Set",169,2,0,"NULL","NULL","Physical",10
3542,"Monaco Casual PJ Set with Shorts","Baksana - Monaco Casual PJ Set with Shorts",99,2,0,"NULL","NULL","Physical",10
3544,"Baksana - Monaco Casual PJ Set with Pants","Baksana - Monaco Casual PJ Set with Pants",129,2,0,"NULL","NULL","Physical",10
3546,"Baksana - Monaco Classic PJ Set","Baksana - Monaco Classic PJ Set",169,2,0,"NULL","NULL","Physical",10
3548,"Baksana - Men's Miami Robe","Baksana - Men's Miami Robe",149.95,2,0,"NULL","NULL","Physical",10
3550,"Baksana - Men's Monaco Robe","Baksana - Men's Monaco Robe",149.95,2,0,"NULL","NULL","Physical",10
3552,"Bluebellgray Catrin Duvet Set","Bluebellgray Catrin Duvet Set",319.95,3,1,"NULL","NULL","Physical",10
3556,"Bluebellgray Kippen Teal Duvet Set","Bluebellgray Kippen Teal Duvet Set",319.95,3,1,"NULL","NULL","Physical",10
3557,"Bluebellgray Miriam Duvet Set","Bluebellgray Miriam Duvet Set",229.95,3,1,"NULL","NULL","Physical",10
3558,"Bluebellgray Rothesay Duvet Set","Bluebellgray Rothesay Duvet Set",319.95,3,1,"NULL","NULL","Physical",10
3559,"Bluebellgray Wisteria Duvet Set","Bluebellgray Wisteria Duvet Set",289.95,3,1,"NULL","NULL","Physical",10
3560,"MM Linen - Aurum Quilted Bedspread Set -  Gold","MM Linen - Aurum Quilted Bedspread Set -  Gold",399.9,3,0,"NULL","NULL","Physical",10
3562,"A stunning textured chenille clover design �bringing �back memories from the past with a bohemain inspired update","MM Linen - Clover Natural Bedspread Set / Eurocase Set  Sold  Separately",149.9,3,0,"NULL","NULL","Physical",10
3564,"A stunning textured chenille clover design �bringing �back memories from the past with a bohemain inspired update","MM Linen - Clover Duvet Cover Set - Ivory",279.9,3,0,"NULL","NULL","Physical",10
3566,"The Elaria Duvet Cover Set is floral and bright","MM Linen - Elaria Duvet Cover Set / Eurocase Set (1 Pair)  Sold Separately",99.9,3,0,"NULL","NULL","Physical",10
3568,"MM Linen - Etienne Duckegg Comforter Set","MM Linen - Etienne Duckegg Comforter Set",289.99,4,1,"NULL","NULL","Physical",10
3570,"The addition of leaves, flowers and birds in greens/peach and blues adds another dimension","MM Linen - Kiku Duvet Cover Set",269.9,3,0,"NULL","NULL","Physical",10
3572,"The gorgeous laundered linen range from MM linen will infuse your room with a relaxed and timeless look","MM Linen - Laundered Linen Blush Bedspread Set",399.9,3,0,"NULL","NULL","Physical",10
3574,"This stunning duvet set with its beautifully Opulent luxury, in the lace embroidery, defines detailed layers","MM Linen - Mariela Duvet Cover Set",129.9,3,0,"NULL","NULL","Physical",10
3576,"This lightweight reversible meadow duvet set which incorporates gorgeous garden designs","MM Linen - Meadow Duvet Cover Set",249.9,3,0,"NULL","NULL","Physical",10
3578,"this beauitful quilt cover is both stylish and comfortable n a beautiful tonal duckegg","MM Linen - Provence Duvet Cover Set / Euro Pillowcase Set-  Duckegg",89.9,3,0,"NULL","NULL","Physical",10
3582,"MM Linen - Sabrina Duvet Cover Set","MM Linen - Sabrina Duvet Cover Set",99.9,3,1,"NULL","NULL","Physical",10
3584,"Rich and textural, this�faux velvet with cotton reverse will add drama and depth to your bedroom","MM Linen - Velvet Duvet Cover Set - Bluestone",89.9,3,0,"NULL","NULL","Physical",10
3586,"The Velvet Duvet cover is accented by a twin needle topstitch in the gorgeous forest colourway","MM Linen - Velvet Duvet Cover Set- Forest",89.9,3,0,"NULL","NULL","Physical",10
3588,"The�Lizzy Comforter set�will make a statement in your home,","MM Linen - Lizzy Comforter Set",99.9,4,0,"NULL","NULL","Physical",10
3590,"This meadow Comforter set which incorporates gorgeous garden designs is lightweight and cozy�","MM Linen - Meadow Comforter Set / Euro Set - Sold Separately",99.9,4,0,"NULL","NULL","Physical",10
3592,"Quilted faux velvet comforter with 2 pillowcases","MM Linen - Meeka  Gold Quilted  Comforter Set  / Eurocase Set (1 Pair) Sold Separately",99.9,4,0,"NULL","NULL","Physical",10
3594,"The vibrancy and depth of colour makes it a pleasure to wear","MM Linen - Kiku Kimono Robe",99.9,2,0,"NULL","NULL","Physical",10
3596,"MM Linen - Kiku Pyjama Set","MM Linen - Kiku Pyjama Set",129.9,2,0,"NULL","NULL","Physical",10
3598,"a delight to enjoy your dreams in","MM Linen - Lizzy Pyjama Set",129.9,2,0,"NULL","NULL","Physical",10
3600,"Tali Throw  - Charcoal","MM Linen - Tali Throw  - Charcoal",179.9,2,1,"NULL","NULL","Physical",10
3602,"MM Linen Wellshead Blanket - Charcoal","MM Linen - Wellshead Blanket - Charcoal",399,5,0,"NULL","NULL","Physical",10
3604,"MM Linen Wellshead Blanket - Taupe","MM Linen - Wellshead Blanket - Taupe",399,5,0,"NULL","NULL","Physical",10
3606,"MM Linen Darcy Throw - Grey","MM Linen - Darcy Throw - Grey",199.9,2,0,"NULL","NULL","Physical",10
3608,"MM Linen Darcy Throw - Taupe","MM Linen - Darcy Throw - Taupe",199.9,2,0,"NULL","NULL","Physical",10
3610,"The Gigi throw livens up any room with it's sleek design and little pompoms ends","MM Linen - Gigi Throw - Bluestone",129.9,2,0,"NULL","NULL","Physical",10
3612,"MM Linen Gigi Throw - Gold","MM Linen - Gigi Throw - Gold",129.9,2,1,"NULL","NULL","Physical",10
3614,"The Gigi throw livens up any room with it's sleek design and little pompoms ends","MM Linen - Gigi Throw - Natural",129.9,2,0,"NULL","NULL","Physical",10
3616,"MM Linen - Mocha Throw","MM Linen - Mocha Throw",139.9,2,0,"NULL","NULL","Physical",10
3618,"MM Linen - Snug Faux Fur Throw - Chocolate","MM Linen - Snug Faux Fur Throw - Chocolate",249.9,2,0,"NULL","NULL","Physical",10
3620,"MM Linen Somerset Throw","MM Linen - Somerset Throw",199.9,2,0,"NULL","NULL","Physical",10
3622,"MM Linen - Sierra Chocolate Beanbag","MM Linen - Sierra Chocolate Beanbag",179.9,10,0,"NULL","NULL","Physical",10
3624,"MM Linen - Sierra Chocolate Ottoman","MM Linen - Sierra Chocolate Ottoman",89.9,10,0,"NULL","NULL","Physical",10
3626,"MM Linen - Sierra Tan Beanbag","MM Linen - Sierra Tan Beanbag",179.9,10,0,"NULL","NULL","Physical",10
3628,"MM Linen - Sierra Tan Ottoman","MM Linen - Sierra Tan Ottoman",89.9,10,0,"NULL","NULL","Physical",10
3630,"Sophisticated and Lavish these will revolutionise your games room","MM Linen - Velvet Bluestone Beanbag",129.9,10,0,"NULL","NULL","Physical",10
3632,"Sink into velvet and enjoy the luxury of these bean bags by MM Linen","MM Linen - Velvet Forest Beanbag",129.9,10,0,"NULL","NULL","Physical",10
3634,"MM Linen - Bee Embroidered Cushions","MM Linen - Bee Embroidered Cushions",49.99,2,0,"NULL","NULL","Physical",10
3636,"The beemine cushions are soft and luxurious,  Colours to suit any space","MM Linen - Beemine Cushion  Forest",79.9,2,0,"NULL","NULL","Physical",10
3638,"A stunning textured chenille clover design �bringing �back memories from the past with a bohemain inspired update","MM Linen - Clover Ivory Cushions",89.9,2,0,"NULL","NULL","Physical",10
3640,"A stunning textured chenille clover design �bringing �back memories from the past with a bohemain inspired update","MM Linen - Clover Natural Cushions",89.9,2,0,"NULL","NULL","Physical",10
3642,"features a beautifully embroidered floral design on plush cotton velvet with a delicate tassel on each corner","MM Linen - Constantine Embroidered Velvet Cushion - Rosewood",69.9,2,0,"NULL","NULL","Physical",10
3644,"A beautiful velvet/linen cushion in a range of colours","MM Linen - Luxe Velvet/Linen Cushions",125,2,0,"NULL","NULL","Physical",10
3646,"These cushion come in a vast array of colours and add a luxurious touch to your home","MM Linen - Sarona Velvet/Linen Cushions",99.9,2,0,"NULL","NULL","Physical",10
3648,"Rich and textural, this�faux velvet�will add drama and depth to your bedroom","MM Linen - Velvet Cushions",49.9,2,0,"NULL","NULL","Physical",10
3650,"MM Linen - Aurum Gold Round Cushion","MM Linen - Aurum Gold Round Cushion",59.9,2,1,"NULL","NULL","Physical",10
3652,"MM Linen - Aurum Gold Long Cushion","MM Linen - Aurum Gold Long Cushion",69.9,2,1,"NULL","NULL","Physical",10
3654,"MM Linen - Etienne Quilted Cushions","MM Linen - Etienne Quilted Cushions",49.9,2,1,"NULL","NULL","Physical",10
3656,"Elegant, stylish and utterly sumptuous, the printed�velvet fabric is the perfect material for Cushions","MM Linen - Aviary Long Velvet Cushion",89.9,2,0,"NULL","NULL","Physical",10
3658,"Elegant, stylish and utterly sumptuous, our cushion�is a�printed velvet�fabric, that is the perfect for our cushions","MM Linen - Aviary Square Velvet Cushion",79.9,2,0,"NULL","NULL","Physical",10
3660,"With a dark lining to really frame the image and make it pop","MM Linen - Elaria Linen/Cotton Cushion",99.9,2,0,"NULL","NULL","Physical",10
3662,"MM Linen - Ellie Silk/Linen Cushion","MM Linen - Ellie Silk/Linen Cushion",89.9,2,1,"NULL","NULL","Physical",10
3664,"MM Linen - Elita Silk/Linen Cushion","MM Linen - Elita Silk/Linen Cushion",69.9,2,0,"NULL","NULL","Physical",10
3666,"MM Linen - Emile Silk/Linen Cushion","MM Linen - Emile Silk/Linen Cushion",69.9,2,0,"NULL","NULL","Physical",10
3668,"MM Linen - Euca Silk/Linen Cushion","MM Linen - Euca Silk/Linen Cushion",59.9,2,0,"NULL","NULL","Physical",10
3670,"MM Linen - Protea Silk/Linen Cushion","MM Linen - Protea Silk/Linen Cushion",69.9,2,0,"NULL","NULL","Physical",10
3672,"MM Linen - Poppy Silk/Linen Cushion","MM Linen - Poppy Silk/Linen Cushion",69.9,2,0,"NULL","NULL","Physical",10
3674,"MM Linen - Verity Cotton Cushion","MM Linen - Verity Cotton Cushion",49.99,2,0,"NULL","NULL","Physical",10
3676,"MM Linen - Harmony Cotton Cushion","MM Linen - Harmony Cotton Cushion",69.9,2,1,"NULL","NULL","Physical",10
3678,"MM Linen - Robin Cotton Cushion","MM Linen - Robin Cotton Cushion",49.99,2,1,"NULL","NULL","Physical",10
3680,"MM Linen - Kesia Cotton Cushion","MM Linen - Kesia Cotton Cushion",69.9,2,0,"NULL","NULL","Physical",10
3682,"A closely woven fabric of silk, cotton, or nylon, the Kiku design draws its inspiration from East Asia with its rich tapestry of beauty","MM Linen - Kiku Long Velvet Cushion",89.9,2,0,"NULL","NULL","Physical",10
3684,"With an obvious vibrancy and depth of colour these velvet cushions add drama to any bedroom.�","MM Linen - Kiku Quilted Euro Velvet Cushion Set",149.9,2,0,"NULL","NULL","Physical",10
3686,"Elegant, stylish and utterly sumptuous,� These cushions�are a�printed velvet�fabric","MM Linen - Mirrabelle Velvet Cushion",59.99,2,0,"NULL","NULL","Physical",10
3688,"Eye catching floral design which exquisitely redefines elegance","MM Linen - Hani Velvet Cushion",69.9,2,0,"NULL","NULL","Physical",10
3690,"this�eye catching blush coloured floral digital design which comes with a plain deep�green reverse","MM Linen - Blush Velvet Cushion",79.9,2,0,"NULL","NULL","Physical",10
3692,"with this�eye catching pop of colour in this floral digital design which comes alive when entering any room","MM Linen - Peony Velvet Cushion",69.9,2,0,"NULL","NULL","Physical",10
3694,"MM Linen - Sabrina Velvet Cushion","MM Linen - Sabrina Velvet Cushion",69.9,2,1,"NULL","NULL","Physical",10
3696,"a luxurious point of interest with the beautifully crafted Love Poem Printed Velvet Cushion","MM Linen - Love Poem Velvet Cushion",59.99,2,0,"NULL","NULL","Physical",10
3698,"This Hydrangea Velvet Cushion�featuring a piped edge and a vintage khaki reverse","MM Linen - Hydrangea Velvet Cushion",89.9,2,0,"NULL","NULL","Physical",10
3700,"MM Linen - Petita Embroidered Cotton Cushion","MM Linen - Petita Embroidered Cotton Cushion",79.9,2,0,"NULL","NULL","Physical",10
3702,"MM Linen - Padova Embroidered Cotton Cushion","MM Linen - Padova Embroidered Cotton Cushion",79.9,2,0,"NULL","NULL","Physical",10
3704,"MM Linen - Flock of Birds Embroidered Cotton Cushion","MM Linen - Flock of Birds Embroidered Cotton Cushion",49.99,2,0,"NULL","NULL","Physical",10
3706,"MM Linen - Fringe Cotton Cushion","MM Linen - Fringe Cotton Cushion",79.9,2,0,"NULL","NULL","Physical",10
3708,"MM Linen - Pashmina Gemstone Cushion","MM Linen - Pashmina Gemstone Cushion",79.9,2,0,"NULL","NULL","Physical",10
3710,"MM Linen - Pashmina Calypso Cushion","MM Linen - Pashmina Calypso Cushion",79.9,2,1,"NULL","NULL","Physical",10
3712,"MM Linen - Malia Cushions","MM Linen - Malia Cushions",89.99,2,0,"NULL","NULL","Physical",10
3714,"MM Linen - Carved Stone Cushions","MM Linen - Carved Stone Cushions",49.99,2,0,"NULL","NULL","Physical",10
3716,"MM Linen - Naja Deep Teal Cushions","MM Linen - Naja Deep Teal Cushions",69.9,2,0,"NULL","NULL","Physical",10
3718,"MM Linen - Naja Rosewood Cushions","MM Linen - Naja Rosewood Cushions",49.9,2,1,"NULL","NULL","Physical",10
3720,"In premium goose down and feather with superior lofting and natural fibres to ensure the most blissful and cosy night's sleep.","MM Down Premium Mattress Topper",629,5,0,"NULL","NULL","Physical",10
3722,"A luxurious range of warmth & fill levels in premium goose down and feather with superior lofting","MM Down 80/20 Premium Pillow",329,3,0,"NULL","NULL","Physical",10
3724,"Allergy sufferers can breathe easily with the effective Swiss technology hygiene function ""Sanitized"", ensuring long lasting freshness, comfort and protection.","MM Down All Around Goose Feather & Down Pillow",109,3,0,"NULL","NULL","Physical",10
3726,"premium goose down and feather with superior lofting and natural fibres","MM Down All Around Goose Feather & Down Euro",139,3,0,"NULL","NULL","Physical",10
3728,"Perfect companions for leather lounge suites no more slipping and sliding, there to stay.","MM Down Duck Down & Feather Cushion Inners",25,3,0,"NULL","NULL","Physical",10
3730,"MM Linen - Biba Square Beanbag","MM Linen - Biba Square Beanbag",139.9,10,0,"NULL","NULL","Physical",10
3732,"floral print on cream background","Baksana - Bloom Duvet Cover Set",325,3,0,"NULL","NULL","Physical",10
3734,"A striped print with floral silhouette","Baksana - Camille Duvet Cover Set",285,3,0,"NULL","NULL","Physical",10
3736,"Large pastel floral pattern of bright pinks, blues yellows and greens on a warm off white background","Baksana - Flora Duvet Cover Set",295,3,0,"NULL","NULL","Physical",10
3738,"duvet cover set is pure luxury in�warm white, with a woven taupe diamond design","Baksana - Florence Duvet Cover Set",285,3,0,"NULL","NULL","Physical",10
3740,"A lovely mirrored Black and White Pattern duvet cover","Baksana - Palace Duvet Cover Set",285,3,0,"NULL","NULL","Physical",10
3742,"delicate dandelion sphere in grey upon a winter white background","Baksana - Whisper Duvet Cover Set",295,3,0,"NULL","NULL","Physical",10
3744,"A botanical illustration with flowers and tropical leaves in strong hues on a deep midnight background","Baksana - Secret Garden Duvet Cover Set",345,3,0,"NULL","NULL","Physical",10
3746,"Graphic tree jaquard design on 100% cotton","Baksana - Topiary Duvet Cover Set",285,3,0,"NULL","NULL","Physical",10
3748,"Baksana - Divine Cotton Throws","Baksana - Divine Cotton Throws",225,4,0,"NULL","NULL","Physical",10
3750,"Baksana - Renee Casual Knit PJ Set","Baksana - Renee Casual Knit PJ Set",129,2,1,"NULL","NULL","Physical",10
3752,"Baksana - Renee Nightshirt","Baksana - Renee Nightshirt",99,2,1,"NULL","NULL","Physical",10
3754,"Baksana - Renee Classic PJ Set","Baksana - Renee Classic PJ Set",149,2,1,"NULL","NULL","Physical",10
3756,"Baksana - Flora Casual Knit PJ Set","Baksana - Flora Casual Knit PJ Set",129,2,1,"NULL","NULL","Physical",10
